domain,tier_id,tier_name,source_file,type_kind,member_count,members
TERMINAL_INTELLIGENCE,T-112,CommandResult,intelligence/TerminalIntelligence.ts,interface,6,id | command | target | result | success | timestamp
TERMINAL_INTELLIGENCE,T-113,OrganismStatus,intelligence/TerminalIntelligence.ts,interface,5,name | designation | canister | alive | subModels
TERMINAL_INTELLIGENCE,T-114,AuditEntry,intelligence/TerminalIntelligence.ts,interface,5,id | organism | action | detail | timestamp
TERMINAL_INTELLIGENCE,T-115,DashboardView,intelligence/TerminalIntelligence.ts,interface,9,total_organisms | total_sub_models | total_nodes | total_canisters | total_blocks | total_observations | current_epoch | golden_scale | uptime
TERMINAL_INTELLIGENCE,T-116,TerminalDesignation,intelligence/TerminalIntelligence.ts,class_identity,1,TERMINAL — The Admin Command Interface
SCRIBE_INTELLIGENCE,T-117,DocumentCategory,intelligence/ScribeIntelligence.ts,type_union,8,Research | Architecture | Theory | Vision | Implementation | Synthesis | Chronicle | Genesis
SCRIBE_INTELLIGENCE,T-118,ClassifiedDocument,intelligence/ScribeIntelligence.ts,interface,7,id | title | content | category | generation | goldenWeight | timestamp
SCRIBE_INTELLIGENCE,T-119,SynthesizedPaper,intelligence/ScribeIntelligence.ts,interface,7,id | title | abstract | categories | sourceCount | generation | timestamp
SCRIBE_INTELLIGENCE,T-120,ScribeDesignation,intelligence/ScribeIntelligence.ts,class_identity,1,SCRIBE — The Document Organism
FRACTURE_ANALYSIS,T-121,FractureAnalysis,models/FractureModels.ts,interface,8,fractureId | name | category | goldenPrimitives | complexityScore | sovereignAdvantage | fibonacciDecomposition | timestamp
FRACTURE_ANALYSIS,T-122,FractureComparison,models/FractureModels.ts,interface,7,fractureA | fractureB | resonanceDelta | categoryOverlap | goldenRatio | verdict | timestamp
FRACTURE_ANALYSIS,T-123,SovereignAlternative,models/FractureModels.ts,interface,7,fractureName | sovereignName | latinDesignation | goldenPrimitive | implementation | phiAdvantage | timestamp
FRACTURE_ANALYSIS,T-124,FractureObservation,models/FractureModels.ts,interface,7,fractureId | name | plane | obsvScore | anomalyProb | resonance | timestamp
FRACTURE_ANALYSIS,T-125,FractureProcessors,models/FractureModels.ts,class_set,4,FractureAnalyzer | FractureComparator | FractureSynthesizer | FractureObserver
SOLVER_SYNTHESIZER,T-126,SolverResult,models/ObserverSolverSynthesizers.ts,interface,5,pattern | confidence | dimensions | proof | timestamp
SOLVER_SYNTHESIZER,T-127,TheoryResult,models/ObserverSolverSynthesizers.ts,interface,6,hypothesis | validated | confidence | evidence | dimensions | timestamp
SOLVER_SYNTHESIZER,T-128,SolverProcessors,models/ObserverSolverSynthesizers.ts,class_set,2,SynthesistaPatternorum | TheoricusInterdimensionalis
ROUTING_ENGINE,T-129,RoutingRequest,models/AIFoundationRouter.ts,interface,5,requiredCapabilities | preferredRing | preferredModality | minPriority | requireActive
ROUTING_ENGINE,T-130,FusionChain,models/AIFoundationRouter.ts,interface,6,chainId | models | phiWeights | totalScore | modalities | timestamp
ROUTING_ENGINE,T-131,RouterStatus,models/AIFoundationRouter.ts,interface,7,totalModels | activeWires | totalRoutes | totalFusions | averageLatency | kuramotoR | goldenWeight
PROTOCOL_ENGINE,T-132,ProtocolRuntimeState,protocols/AIProtocolEngine.ts,interface,8,protocolId | active | executionCount | lastExecution | adaptiveState | encryptionHash | resonance | kuramotoPhase
PROTOCOL_ENGINE,T-133,AdaptiveUpdate,protocols/AIProtocolEngine.ts,interface,6,paramName | oldValue | newValue | adaptiveMode | phiFactor | timestamp
PROTOCOL_ENGINE,T-134,ProtocolEngineStatus,protocols/AIProtocolEngine.ts,interface,7,totalProtocols | activeProtocols | totalExecutions | totalAdaptations | kuramotoR | averageResonance | heartbeatMs
EXTENSION_ENGINE,T-135,EncryptionState,extensions/AIExtensionEngine.ts,interface,9,extensionId | mode | active | keyHash | cascadeRounds | phantomProof | latticeVectors | integrityScore | timestamp
EXTENSION_ENGINE,T-136,ContractState,extensions/AIExtensionEngine.ts,interface,8,extensionId | contractType | verified | verificationHash | consensusModels | consensusWeight | chainProof | timestamp
EXTENSION_ENGINE,T-137,ExtensionEngineStatus,extensions/AIExtensionEngine.ts,interface,9,totalExtensions | activeExtensions | totalEngineBindings | activeEngineBindings | encryptedExtensions | contractedExtensions | kuramotoR | totalGoldenWeight | heartbeatMs
EXTENSION_ENGINE,T-138,EdgeManifest,extensions/AIExtensionEngine.ts,interface,10,name | version | description | manifest_version | permissions | content_scripts | background | action | icons | host_permissions
API_CLIENT,T-139,NovaAPIConfig,sdk/NovaAPIClient.ts,interface,7,apiKey | baseUrl | timeout | maxRetries | sovereignMode | onRequest | onResponse
API_CLIENT,T-140,NovaWireRequest,sdk/NovaAPIClient.ts,interface,5,wireEndpoint | method | body | timestamp | requestHash
API_CLIENT,T-141,NovaWireResponse,sdk/NovaAPIClient.ts,interface,6,wireEndpoint | status | body | attestationHash | latencyMs | timestamp
API_CLIENT,T-142,WireAPIEndpoint,sdk/NovaAPIClient.ts,interface_set,23,NovaCognosAPI | NovaProfundisAPI | NovaFusioAPI | NovaLinguaAPI | NovaStratosAPI | NovaMemoriaAPI | NovaVectorAPI | NovaCodexAPI | NovaPictorAPI | NovaKinemaAPI | NovaHarmoniaAPI | NovaSegmentumAPI | NovaScrutatorAPI | NovaCustodisAPI | NovaRankerAPI | NovaFormalisAPI | NovaAlgorithmusAPI | NovaVoxAPI | NovaSocialisAPI | NovaEmpathosAPI | NovaAnalyticaAPI | NovaStructuraAPI | NovaVisioAPI
SDK_PACKAGE,T-143,NovaSDKManifest,sdk/NovaSDKPackage.ts,interface,14,name | displayName | version | description | author | license | homepage | repository | keywords | engines | capabilities | exports | publicRepoIdeas | apiVersion
SDK_PACKAGE,T-144,SDKExportType,sdk/NovaSDKPackage.ts,interface_field,4,function | class | constant | type
SDK_PACKAGE,T-145,SDKExport,sdk/NovaSDKPackage.ts,interface,4,name | type | description | example
SDK_PACKAGE,T-146,PublicRepoIdea,sdk/NovaSDKPackage.ts,interface,6,name | repo | description | audience | uniqueValue | estimatedFiles
TOKEN_TECHNOLOGY,T-147,TokenTechnology,sdk/tokens/TokenTechnologies.ts,interface,11,id | name | latinName | element | description | phiWeight | fibonacciIdentity | capabilities | aiIntelligence | maxThroughput | specialization
TOKEN_TECHNOLOGY,T-148,TokenAICore,sdk/tokens/TokenTechnologies.ts,interface,5,name | purpose | algorithmClass | inputModalities | outputFormat
TOKEN_TECHNOLOGY,T-149,TokenProcessResult,sdk/tokens/TokenTechnologies.ts,interface,6,technologyId | inputText | tokenCount | processingTimeMs | tokens | attestation
TOKEN_TECHNOLOGY,T-150,ProcessedToken,sdk/tokens/TokenTechnologies.ts,interface,5,id | text | weight | depth | resonance
TOKEN_AI_MODELS,T-151,TokenAICapability,sdk/tokens/TokenAIModels.ts,interface,5,name | method | description | inputType | outputType
TOKEN_AI_MODELS,T-152,TokenAIModel,sdk/tokens/TokenAIModels.ts,interface,7,id | name | latinName | description | phiWeight | fibonacciIdentity | capabilities
TOKEN_AI_MODELS,T-153,TokenAnalysisResult,sdk/tokens/TokenAIModels.ts,interface,7,modelId | capability | input | output | tokenCount | attestation | timestamp
TOKEN_EXTENSIONS,T-154,TokenExtension,sdk/tokens/extensions/TokenExtensions.ts,interface,7,id | name | latinName | description | phiWeight | fibonacciIdentity | aiPurpose
TOKEN_EXTENSIONS,T-155,TokenSDKDefinition,sdk/tokens/extensions/TokenExtensions.ts,interface,8,id | name | packageName | description | phiWeight | fibonacciIdentity | exports | usageExample
WORKER_FLEET,T-156,WorkerName,organism/web/organism-bridge.js,constant_array,19,engine | agent | memory | routing | protocol | safety | shield | crypto | render | production | extension | telemetry | infra | scheduler | stream | contract | marketplace | university | career
WORKER_FLEET,T-157,WorkerHouse,organism/web/organism-bridge.js,constant_array,8,Brain | Protocol | Shield | Production | Infrastructure | Market | University | Career
WORKER_FLEET,T-158,WorkerHouseBrain,organism/web/organism-bridge.js,division,4,engine | agent | memory | routing
WORKER_FLEET,T-159,WorkerHouseProtocol,organism/web/organism-bridge.js,division,1,protocol
WORKER_FLEET,T-160,WorkerHouseShield,organism/web/organism-bridge.js,division,3,safety | shield | crypto
WORKER_FLEET,T-161,WorkerHouseProduction,organism/web/organism-bridge.js,division,3,render | production | extension
WORKER_FLEET,T-162,WorkerHouseInfrastructure,organism/web/organism-bridge.js,division,4,telemetry | infra | scheduler | stream
WORKER_FLEET,T-163,WorkerHouseMarket,organism/web/organism-bridge.js,division,2,contract | marketplace
WORKER_FLEET,T-164,WorkerHouseUniversity,organism/web/organism-bridge.js,division,1,university
WORKER_FLEET,T-165,WorkerHouseCareer,organism/web/organism-bridge.js,division,1,career
SHIELD_DEFENSE,T-166,ShieldLayer,organism/web/shield-worker.js,constant_array,5,Perimeter | Authentication | Authorization | Encryption | Quantum Seal
SHIELD_DEFENSE,T-167,ShieldLayerType,organism/web/shield-worker.js,constant_array,5,firewall | identity | access | crypto | quantum
SHIELD_DEFENSE,T-168,ThreatType,organism/web/shield-worker.js,constant_array,10,injection | xss | csrf | privilege-escalation | data-exfil | brute-force | ddos | supply-chain | zero-day | insider
SAFETY_SCANNING,T-169,SafetyCategory,organism/web/safety-worker.js,constant_array,8,toxicity | hate_speech | harassment | self_harm | sexual_content | violence | prompt_injection | pii_exposure
SAFETY_SCANNING,T-170,GuardModel,organism/web/safety-worker.js,constant_array,3,AIF-040 Llama Guard 3 | NOV-CUS Nova Custodis | EXT-013 Nova Shield
SAFETY_SCANNING,T-171,GuardRing,organism/web/safety-worker.js,constant_array,2,Counsel | Sovereign
CAREER_ACADEMY,T-172,CareerRole,organism/web/career-worker.js,constant_array,8,Exterior Orchestrator | Web Intelligence Analyst | Rendering Engineer | Data Architect | Runtime Engineer | Model Scientist | Market Strategist | Infrastructure Commander
CAREER_ACADEMY,T-173,CareerSkill,organism/web/career-worker.js,constant_array,20,routing | api-management | orchestration | web-crawling | indexing | extraction | caching | scene-rendering | compositing | rasterization | animation | trees | graphs | streams | spatial | execution | scheduling | profiling | sandboxing | model-selection
CAREER_ACADEMY,T-174,CareerLevel,organism/web/career-worker.js,interface_field,5,1 | 2 | 3 | 4 | 5
UNIVERSITY_SYSTEM,T-175,UniversityFaculty,organism/web/university-worker.js,constant_array,8,Exterior Systems | Web Intelligence | Rendering Arts | Data Architecture | Runtime Engineering | Model Science | Market Economics | Infrastructure Operations
UNIVERSITY_SYSTEM,T-176,CurriculumLevel,organism/web/university-worker.js,constant_array,5,foundational | intermediate | advanced | expert | sovereign
UNIVERSITY_SYSTEM,T-177,CurriculumSize,organism/web/university-worker.js,computed,40,5 courses × 8 faculties
PRODUCTION_PIPELINE,T-178,ProductId,organism/web/production-worker.js,constant_array,8,PROD-001 Exterior Gateway | PROD-002 Web Intelligence Suite | PROD-003 Rendering Engine | PROD-004 Data Structure Core | PROD-005 Runtime Platform | PROD-006 Model Laboratory | PROD-007 Market Exchange | PROD-008 Infrastructure Fabric
PRODUCTION_PIPELINE,T-179,PipelineStage,organism/web/production-worker.js,constant_array,7,source | build | test | security | stage | canary | production
PRODUCTION_PIPELINE,T-180,ProductStatus,organism/web/production-worker.js,interface_field,4,production | staging | testing | offline
SCHEDULER_SYSTEM,T-181,SchedulerQueue,organism/web/scheduler-worker.js,constant_array,5,default | high | low | background | critical
SCHEDULER_SYSTEM,T-182,TaskPriority,organism/web/scheduler-worker.js,phi_weighted,4,φ^0 critical | φ^-1 high | φ^-2 normal | φ^-3 low
STREAM_TRANSPORT,T-183,StreamChannel,organism/web/stream-worker.js,constant_array,9,interface | sovereign | memory | build | geometry | transport | proof | native | counsel
STREAM_TRANSPORT,T-184,StreamBufferCapacity,organism/web/stream-worker.js,fibonacci_constant,1,987
SLA_CONTRACTS,T-185,SLAContract,organism/web/contract-worker.js,constant_array,8,SLA-001 Engine Availability | SLA-002 Routing Latency | SLA-003 Safety Scan Rate | SLA-004 Memory Retrieval | SLA-005 Consensus Threshold | SLA-006 Encryption Throughput | SLA-007 Agent Response Time | SLA-008 Extension Invocation
SLA_CONTRACTS,T-186,SLAMetric,organism/web/contract-worker.js,constant_array,8,uptime | latency_ms | scan_success_rate | retrieval_ms | consensus_rate | encryptions_per_s | agent_latency_ms | ext_success_rate
CRYPTO_OPERATIONS,T-187,CryptoFunction,organism/web/crypto-worker.js,function_set,4,phiCascade | e8Seal | leechHash | icosahedralRotate
CRYPTO_OPERATIONS,T-188,CryptoLawReference,organism/web/crypto-worker.js,law_reference,4,LAW-EN-016 φ-cascade | LAW-EN-019 E8 seal | LAW-EN-018 Leech lattice | LAW-EN-020 icosahedral rotation
INFRASTRUCTURE_MONITORING,T-189,InfraSubsystem,organism/web/infra-worker.js,constant_array,13,engine-core | agent-fleet | memory-bank | protocol-stack | safety-guard | render-pipeline | routing-table | crypto-vault | contract-layer | telemetry-hub | extension-runtime | marketplace | scheduler
INFRASTRUCTURE_MONITORING,T-190,HealthStatus,organism/web/infra-worker.js,interface_field,3,healthy | degraded | critical
INFRASTRUCTURE_MONITORING,T-191,DeployStrategy,organism/web/infra-worker.js,interface_field,2,blue-green | canary
QUERY_SCHEMA,T-192,NovaChatRequest,sdk/NovaEngineModels.ts,interface,9,engineId | messages | temperature | maxTokens | topP | stream | functions | responseFormat | attestation
QUERY_SCHEMA,T-193,NovaChatResponse,sdk/NovaEngineModels.ts,interface,10,id | engineId | choices | usage | attestationHash | phiAlignment | latencyMs | modelVersion | wireSlug | timestamp
QUERY_SCHEMA,T-194,NovaEmbeddingRequest,sdk/NovaEngineModels.ts,interface,4,engineId | input | dimensions | attestation
QUERY_SCHEMA,T-195,NovaEmbeddingResponse,sdk/NovaEngineModels.ts,interface,5,id | embeddings | usage | attestationHash | latencyMs
QUERY_SCHEMA,T-196,NovaImageRequest,sdk/NovaEngineModels.ts,interface,7,engineId | prompt | negativePrompt | width | height | steps | seed
QUERY_SCHEMA,T-197,NovaImageResponse,sdk/NovaEngineModels.ts,interface,5,id | images | usage | attestationHash | latencyMs
QUERY_SCHEMA,T-198,NovaVideoRequest,sdk/NovaEngineModels.ts,interface,6,engineId | prompt | durationSeconds | width | height | fps
QUERY_SCHEMA,T-199,NovaVideoResponse,sdk/NovaEngineModels.ts,interface,5,id | videoUrl | usage | attestationHash | latencyMs
QUERY_SCHEMA,T-200,NovaAudioRequest,sdk/NovaEngineModels.ts,interface,5,engineId | text | voice | speed | format
QUERY_SCHEMA,T-201,NovaAudioResponse,sdk/NovaEngineModels.ts,interface,5,id | audioData | usage | attestationHash | latencyMs
QUERY_SCHEMA,T-202,NovaCodeRequest,sdk/NovaEngineModels.ts,interface,6,engineId | prompt | language | maxTokens | temperature | context
QUERY_SCHEMA,T-203,NovaCodeResponse,sdk/NovaEngineModels.ts,interface,5,id | code | usage | attestationHash | latencyMs
QUERY_SCHEMA,T-204,NovaSearchRequest,sdk/NovaEngineModels.ts,interface,4,engineId | query | maxResults | domain
QUERY_SCHEMA,T-205,NovaSearchResponse,sdk/NovaEngineModels.ts,interface,5,id | results | usage | attestationHash | latencyMs
QUERY_SCHEMA,T-206,NovaSafetyRequest,sdk/NovaEngineModels.ts,interface,3,engineId | content | categories
QUERY_SCHEMA,T-207,NovaSafetyResponse,sdk/NovaEngineModels.ts,interface,5,id | safe | categories | attestationHash | latencyMs
QUERY_SCHEMA,T-208,NovaRankRequest,sdk/NovaEngineModels.ts,interface,4,engineId | query | documents | topK
QUERY_SCHEMA,T-209,NovaRankResponse,sdk/NovaEngineModels.ts,interface,5,id | rankings | usage | attestationHash | latencyMs
BLUEPRINT_SCHEMA,T-210,AIFoundationModel,models/AIFoundationModels.ts,interface,15,id | wireSlug | name | latinName | ring | modality | priority | capabilities | contextWindow | phiWeight | fibonacciIdentity | attestation | engineStatus | providerSource | parameterClass
BLUEPRINT_SCHEMA,T-211,RoutingResult,models/AIFoundationModels.ts,interface,8,model | ring | score | phiWeight | latencyEstimate | fusionEligible | attestationValid | timestamp
BLUEPRINT_SCHEMA,T-212,WireState,models/AIFoundationModels.ts,interface,7,wireSlug | active | requestCount | avgLatency | lastRequest | successRate | kuramotoPhase
BLUEPRINT_SCHEMA,T-213,FrontendIntelligenceModel,models/FrontendIntelligenceModels.ts,interface,14,id | name | latinName | group | intelligenceType | ring | capabilities | phiWeight | fibonacciId | status | wireAffinity | lawReference | description | goldenPrimitive
BLUEPRINT_SCHEMA,T-214,PhantomState,models/PhantomBlockchainModels.ts,interface,7,stealthLevel | encryptionTier | hashAlgorithm | cloakHash | phantomProof | latticeVector | timestamp
BLUEPRINT_SCHEMA,T-215,PhantomSubModel,models/PhantomBlockchainModels.ts,interface,10,id | name | latinName | family | puzzleType | stealthLevel | encryptionTier | phiWeight | fibonacciIdentity | capabilities
BLUEPRINT_SCHEMA,T-216,AlphaAgent,agents/AlphaAgentRegistry.ts,interface,14,id | name | latinName | division | tier | engines | capabilities | costClass | latencyClass | securityTier | callSignature | phiWeight | fibonacciIdentity | status
BLUEPRINT_SCHEMA,T-217,AIProtocol,protocols/AIProtocolRegistry.ts,interface,12,id | name | latinName | tier | ring | engines | adaptiveMode | parameters | phiWeight | fibonacciIdentity | attestation | status
BLUEPRINT_SCHEMA,T-218,AIExtension,extensions/AIExtensionRegistry.ts,interface,14,id | name | latinName | extensionClass | ring | engineBindings | encryptionMode | contractType | capabilities | phiWeight | fibonacciIdentity | attestation | description | status
BLUEPRINT_SCHEMA,T-219,NativeNovaAI,marketplace/NativeNovaAIs.ts,interface,12,name | latin | group | tier | mode | caps | purpose | law | engines | phiWeight | fibonacciId | status
BLUEPRINT_SCHEMA,T-220,LanguageAI,marketplace/LanguageAIWorkers.ts,interface,12,id | name | latinName | group | buildRole | tier | engines | capabilities | phiWeight | fibonacciId | status | lawReference
BLUEPRINT_SCHEMA,T-221,NovaEngineDefinition,sdk/NovaEngineModels.ts,interface,15,id | wireSlug | name | latinName | description | modalities | contextWindow | maxOutput | phiWeight | fibonacciIdentity | attestation | providerType | familyId | status | capabilities
NOVA_OS_CONFIG,T-222,NovaOSSystem,workspace/settings/nova-os.json,config,7,name | version | codename | sovereignMode | defaultEngine | mathPrecision | phiConstant
NOVA_OS_CONFIG,T-223,TokenizerConfig,workspace/settings/nova-os.json,config,5,vocabularySize | segmentationMethod | hashMethod | minTokenLength | maxTokenLength
NOVA_OS_CONFIG,T-224,SecurityConfig,workspace/settings/nova-os.json,config,3,fibonacciAttestation | e8LatticeEncryption | sovereignKeyManagement
NOVA_OS_CONFIG,T-225,CanisterConfig,workspace/settings/nova-os.json,config,5,enableSovereign | elementTable | goldAU | silverAG | crimson
NOVA_OS_CONFIG,T-226,ChatConfig,workspace/settings/nova-os.json,config,5,enableMiniAIs | miniCodeHelper | miniBackendTools | historyLimit | phiWeightedContext
NOVA_OS_CONFIG,T-227,EngineConfig,workspace/settings/nova-os.json,config,5,enableAll | defaultContextWindow | maxContextWindow | attestationRequired | wireProtocol
